Already_Pending 已在服务器队列中.
Late_Pending 已退出服务器队列.
Not_Pending 未在此服务器中游玩.
Name_Player_Short Steam 用户昵称过短.
Name_Player_Long Steam 用户昵称过长.

# https://support.smartlydressedgames.com/hc/en-us/articles/13452208765716
Name_Player_Invalid Steam 用户昵称包含无效字母.

Name_Player_Number Steam 用户昵称不能只是数字.
Name_Character_Short 角色 昵称过短.
Name_Character_Long 角色 昵称过长.

# https://support.smartlydressedgames.com/hc/en-us/articles/13452208765716
Name_Character_Invalid 角色 昵称包含无效字母.

Name_Character_Number 角色 昵称不能只是数字.

# https://support.smartlydressedgames.com/hc/en-us/articles/12236562526228
Timed_Out 服务器连接超时.

# https://support.smartlydressedgames.com/hc/en-us/articles/12236323445396
Timed_Out_Login 服务器队列响应超时. 可能由服务器/插件的错误或网络问题造成.

# https://support.smartlydressedgames.com/hc/en-us/articles/12230327880980
Map 客户端缺少服务器使用的地图资源文件.

Shutdown 服务器已关闭.
Shutdown_Reason 因 {0} , 服务器已关闭.
PingV2 因延迟超过服务器限制被拒绝. ({0}/{1}ms)
Plugin 已被该服务器插件禁止加入.
Plugin_Reason Plugin: {0}
Barricade 客户端缺少服务器使用的自定义 路障(barricade) 资源 ({0}) 文件.
Structure 客户端缺少服务器使用的自定义 结构(structure) 资源 ({0}) 文件.
Vehicle 客户端缺少服务器使用的自定义 载具(vehicle) 资源 ({0}) 文件.
Client_Module_Desync 服务器缺少客户端使用的自定义模组文件.
Server_Module_Desync 客户端缺少服务器使用的自定义模组文件.

# https://support.smartlydressedgames.com/hc/en-us/articles/12113364891796
BattlEye_Broken 战眼(BattlEye): 未正确安装/运行服务 (请从启动器重新启动). 如果已经跳过安装步骤或者将战眼(BattlEye)卸载, 那么可以通过运行在 Unturned/BattlEye 文件夹内的 Install_BattlEye.bat 脚本重新安装.
# https://support.smartlydressedgames.com/hc/en-us/articles/12113364891796
BattlEye_Update 战眼(BattlEye): 需要更新服务 (请从启动器重新启动).
# https://support.smartlydressedgames.com/hc/en-us/articles/12113364891796
BattlEye_Unknown 战眼(BattlEye): 未知请求 (请从启动器重新启动).

Level_Version 服务器与客户端地图 {1} 版本不一致. 服务器: v{0} /客户端: v{2}

# https://support.smartlydressedgames.com/hc/en-us/articles/12235019853844
Econ_Hash 服务器与客户端经济体库存版本不一致.

# https://support.smartlydressedgames.com/hc/en-us/articles/12235744541588
Master_Bundle_Hash 资源文件错误: {0}

Failure_Unknown {0} 因未知原因失败: {1}
Reject_Unknown 因未知原因被拒绝: {0}
Workshop_Download_Restriction 服务器未获得创作者授权, 仍然使用创意工坊物品 {0} 中的内容.
Workshop_Advertisement_Mismatch 服务器未列出创意工坊物品, 仍然请求下载创意工坊.

# https://support.smartlydressedgames.com/hc/en-us/articles/12234373472660
Late_Pending_Steam_Auth 游戏服务器未收到响应(Steam 身份验证服务器).

# https://support.smartlydressedgames.com/hc/en-us/articles/12234695640596
Late_Pending_Steam_Econ 游戏服务器未收到响应(Steam 经济体服务器).

# https://support.smartlydressedgames.com/hc/en-us/articles/12233488033172
Late_Pending_Steam_Groups 游戏服务器未收到响应(Steam 群组服务器).

Name_Private_Long 仅好友可见的组内昵称过长.

# https://support.smartlydressedgames.com/hc/en-us/articles/13452208765716
Name_Private_Invalid 仅好友可见的组内昵称包含无效字母.

Name_Private_Number 仅好友可见的组内昵称不能只是数字.

Server_Map_Advertisement_Mismatch 请求到的地图与服务器公开的地图不一致.
Server_VAC_Advertisement_Mismatch 请求到的 VAC 状态与服务器公开的 VAC 状态不一致.
Server_BattlEye_Advertisement_Mismatch 请求到的 BattlEye 状态与服务器公开的 BattlEye 状态不一致.
Server_MaxPlayers_Advertisement_Mismatch 请求到的最大玩家数量与服务器设置的最大玩家数量不一致.
Server_CameraMode_Advertisement_Mismatch 请求到的摄像机模式与服务器设置的摄像机模式不一致.
Server_PvP_Advertisement_Mismatch 请求到的 PVP/PVE 模式与服务器设置的 PVP/PVE 模式不一致.

SteamNetworkingSockets_Unavailable_CannotTry Steam 网络验证无法初始化.
SteamNetworkingSockets_Unavailable_Failed Steam 网络验证初始化失败.
SteamNetworkingSockets_Unavailable_Previously Steam 网络验证暂时无法初始化.
SteamNetworkingSockets_EndReason_App_1001 玩家/队列/待连接列表已满员.
SteamNetworkingSockets_EndReason_App_1002 服务器正处于关闭过程.
SteamNetworkingSockets_EndReason_App_Unknown 游戏因未知原因被终止: {0}
SteamNetworkingSockets_EndReason_AppException_Generic 游戏因行为异常被终止.
SteamNetworkingSockets_EndReason_AppException_Unknown 游戏因异常未知原因被终止: {0}
SteamNetworkingSockets_EndReason_Local_OfflineMode 无法以离线模式运行时连接.
SteamNetworkingSockets_EndReason_Local_RelayConnectivity 无法连接 Steam 中继网络.
SteamNetworkingSockets_EndReason_Local_NetworkConfig 无法检索 Steam 网络配置.
SteamNetworkingSockets_EndReason_Local_Rights 因权限不足被 Steam 拒绝.
SteamNetworkingSockets_EndReason_Local_Unknown 未知本地连接错误: {0}
SteamNetworkingSockets_EndReason_Remote_Timeout 主机连接超时.
SteamNetworkingSockets_EndReason_Remote_BadCrypt 无法与主机建立加密连接.
SteamNetworkingSockets_EndReason_Remote_BadCert 无法信任主机加密证书.
SteamNetworkingSockets_EndReason_Remote_BadProtocolVersion 主机以不同 Steam 网络协议运行.
SteamNetworkingSockets_EndReason_Remote_Unknown 未知远程连接错误: {0}
SteamNetworkingSockets_EndReason_Misc_InternalError Steam 网络内部错误.

# https://support.smartlydressedgames.com/hc/en-us/articles/12233488033172
SteamNetworkingSockets_EndReason_Misc_Timeout 主机或 Steam 网络连接超时.

SteamNetworkingSockets_EndReason_Misc_SteamConnectivity Steam 连接遇到问题.
SteamNetworkingSockets_EndReason_Misc_Unknown 未知杂项连接错误: {0}
SteamNetworkingSockets_EndReason_Unknown 连接因未知原因被终止: {0}

UGC_NeedsToAcceptWorkshopLegalAgreement 提交失败. 请同意最新的《Steam 创意工坊协议》.
UGC_UnknownResult 提交失败.  Steam 错误代码: {0}
UGC_IOError 提交失败. 未知的I/O 问题.
UGC_Success 提交成功!

Pro_Title 升级黄金帐户 (DLC)
Pro_Button 黄金帐户拥有更多自定义选项和角色槽位,可进入高级服务器! 更多详细信息请查看商店页面.
Pro_Button_Tooltip 点击此处查看商店页面.

BattlEye_Header 警告: 战眼(BattlEye)已禁用
BattlEye_Body 战眼反作弊(BattlEye anti-cheat) 未启用, 无法加入受战眼(BattlEye)反作弊保护的服务器. 如果已经跳过安装步骤或者将战眼(BattlEye)卸载, 那么可以通过运行在 Unturned/BattlEye 文件夹内的 Install_BattlEye.bat 脚本重新安装.

UpdateAvailable 新版本 {0} 可用! 如果已启用自动更新将会在关闭游戏后下载并安装更新.
RollbackAvailable 检测到需从当前版本回到 {0} 版本! 这通常意味存在着破坏游戏的错误并且这需要一些时间来修复.<br>如果已启用自动更新将会在关闭游戏后下载并安装更新. 致歉 - 将采取预防措施以避免将来出现同样的问题!

Overlay 请在游戏属性中开启"在游戏中启用 Steam 界面"选项.
Dismiss_Notification_Label 关闭
Dismiss_Notification_Tooltip 关闭通知.
Copy_Notification_Label 复制
Copy_Notification_Tooltip 复制至剪切板.
